term,category,shape,n_words,family,operator,variant,outcome,exact,output,mozhi_edits
indicator of compromise,security,phrase,3,synthetic,swap_words,of indicator compromise,recovered,yes,please check the indicator of compromise now,of indicator compromise -> indicator of compromise
indicator of compromise,security,phrase,3,synthetic,drop_filler,indicator compromise,recovered,yes,please check the indicator of compromise now,indicator compromise -> indicator of compromise
indicator of compromise,security,phrase,3,synthetic,vowel_swap,indicator of compromiso,recovered,yes,please check the indicator of compromise now,indicator of compromiso -> indicator of compromise
IOC,security,acronym,1,canonical,canonical,IOC,recovered,yes,please check the IOC now,
IOC,security,acronym,1,spelled,spelled,eye oh see,missed,no,please check the eye oh see now,
IOC,security,acronym,1,spelled,spelled_alt,i owe sea,missed,no,please check the i owe sea now,
indicator of attack,security,phrase,3,canonical,canonical,indicator of attack,recovered,yes,please check the indicator of attack now,
indicator of attack,security,phrase,3,synthetic,vowel_swap,andicator of attack,missed,no,please check the andicator of attack now,
indicator of attack,security,phrase,3,synthetic,consonant_swap,indicador of attack,recovered,yes,please check the indicator of attack now,indicador of attack -> indicator of attack
indicator of attack,security,phrase,3,synthetic,double_consonant,inndicator of attack,recovered,yes,please check the indicator of attack now,inndicator of attack -> indicator of attack
indicator of attack,security,phrase,3,synthetic,drop_last,indicator of attac,recovered,yes,please check the indicator of attack now,indicator of attac -> indicator of attack
indicator of attack,security,phrase,3,synthetic,respell,indicator of attak,recovered,yes,please check the indicator of attack now,indicator of attak -> indicator of attack
indicator of attack,security,phrase,3,synthetic,split_word,ind icator of attack,garbled,no,please check the ind indicator of attack now,icator of attack -> indicator of attack
indicator of attack,security,phrase,3,synthetic,merge_words,indicator ofattack,missed,no,please check the indicator ofattack now,
indicator of attack,security,phrase,3,synthetic,swap_words,of indicator attack,recovered,yes,please check the indicator of attack now,of indicator attack -> indicator of attack
indicator of attack,security,phrase,3,synthetic,drop_filler,indicator attack,recovered,yes,please check the indicator of attack now,indicator attack -> indicator of attack
indicator of attack,security,phrase,3,synthetic,vowel_swap,indicator of attock,recovered,yes,please check the indicator of attack now,indicator of attock -> indicator of attack
IOA,security,acronym,1,canonical,canonical,IOA,recovered,yes,please check the IOA now,
IOA,security,acronym,1,spelled,spelled,eye oh ay,missed,no,please check the eye oh ay now,
IOA,security,acronym,1,spelled,spelled_alt,i owe a,missed,no,please check the i owe a now,
threat actor,security,phrase,2,canonical,canonical,threat actor,recovered,yes,please check the threat actor now,
threat actor,security,phrase,2,synthetic,vowel_swap,threat octor,recovered,yes,please check the threat actor now,threat octor -> threat actor
threat actor,security,phrase,2,synthetic,consonant_swap,threat actol,recovered,yes,please check the threat actor now,threat actol -> threat actor
threat actor,security,phrase,2,synthetic,double_consonant,threat acctor,recovered,yes,please check the threat actor now,threat acctor -> threat actor
threat actor,security,phrase,2,synthetic,drop_last,threa actor,recovered,yes,please check the threat actor now,threa actor -> threat actor
threat actor,security,phrase,2,synthetic,respell,threet actor,recovered,yes,please check the threat actor now,threet actor -> threat actor
threat actor,security,phrase,2,synthetic,merge_words,threatactor,missed,no,please check the threatactor now,
threat actor,security,phrase,2,synthetic,swap_words,actor threat,missed,no,please check the actor threat now,
threat actor,security,phrase,2,synthetic,vowel_swap,threat actur,recovered,yes,please check the threat actor now,threat actur -> threat actor
